Date,Geography,New housing price indexes,Index Value
2018-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),106.8
2018-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,107.2
2018-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,103.9
2018-05,"Oshawa, Ontario",Total (house and land),104.7
2018-05,"Oshawa, Ontario",House only,103.7
2018-05,"Oshawa, Ontario",Land only,106.0
2018-05,"Toronto, Ontario",Total (house and land),103.2
2018-05,"Toronto, Ontario",House only,100.9
2018-05,"Toronto, Ontario",Land only,107.9
2018-05,"Hamilton, Ontario",Total (house and land),103.6
2018-05,"Hamilton, Ontario",House only,105.0
2018-05,"Hamilton, Ontario",Land only,100.4
2018-05,"St. Catharines-Niagara, Ontario",Total (house and land),105.2
2018-05,"St. Catharines-Niagara, Ontario",House only,105.9
2018-05,"St. Catharines-Niagara, Ontario",Land only,104.0
2018-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),103.8
2018-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,103.1
2018-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,104.2
2018-05,"Guelph, Ontario",Total (house and land),105.0
2018-05,"Guelph, Ontario",House only,105.2
2018-05,"Guelph, Ontario",Land only,104.1
2018-05,"London, Ontario",Total (house and land),109.5
2018-05,"London, Ontario",House only,111.7
2018-05,"London, Ontario",Land only,100.8
2018-05,"Windsor, Ontario",Total (house and land),104.5
2018-05,"Windsor, Ontario",House only,104.4
2018-05,"Windsor, Ontario",Land only,104.8
2018-05,"Greater Sudbury, Ontario",Total (house and land),100.2
2018-05,"Greater Sudbury, Ontario",House only,100.0
2018-05,"Greater Sudbury, Ontario",Land only,100.3
2018-05,Prairie Region,Total (house and land),99.8
2018-05,Prairie Region,House only,99.5
2018-05,Prairie Region,Land only,100.5
2018-05,Manitoba,Total (house and land),103.7
2018-05,Manitoba,House only,105.0
2018-05,Manitoba,Land only,101.0
2018-05,"Winnipeg, Manitoba",Total (house and land),103.7
2018-05,"Winnipeg, Manitoba",House only,105.0
2018-05,"Winnipeg, Manitoba",Land only,101.0
2018-05,Saskatchewan,Total (house and land),98.7
2018-05,Saskatchewan,House only,97.8
2018-05,Saskatchewan,Land only,100.6
2018-05,"Regina, Saskatchewan",Total (house and land),99.5
2018-05,"Regina, Saskatchewan",House only,99.0
2018-05,"Regina, Saskatchewan",Land only,100.8
2018-05,"Saskatoon, Saskatchewan",Total (house and land),98.2
2018-05,"Saskatoon, Saskatchewan",House only,97.1
2018-05,"Saskatoon, Saskatchewan",Land only,100.5
2018-05,Alberta,Total (house and land),99.6
2018-05,Alberta,House only,99.1
2018-05,Alberta,Land only,100.5
2018-05,"Calgary, Alberta",Total (house and land),99.5
2018-05,"Calgary, Alberta",House only,98.8
2018-05,"Calgary, Alberta",Land only,100.8
2018-05,"Edmonton, Alberta",Total (house and land),99.6
2018-05,"Edmonton, Alberta",House only,99.3
2018-05,"Edmonton, Alberta",Land only,100.2
2018-05,British Columbia,Total (house and land),107.9
2018-05,British Columbia,House only,108.9
2018-05,British Columbia,Land only,104.8
2018-05,"Kelowna, British Columbia",Total (house and land),103.6
2018-05,"Kelowna, British Columbia",House only,104.8
2018-05,"Kelowna, British Columbia",Land only,101.2
2018-05,"Vancouver, British Columbia",Total (house and land),108.9
2018-05,"Vancouver, British Columbia",House only,109.9
2018-05,"Vancouver, British Columbia",Land only,105.5
2018-05,"Victoria, British Columbia",Total (house and land),102.8
2018-05,"Victoria, British Columbia",House only,103.5
2018-05,"Victoria, British Columbia",Land only,100.9
2018-06,Canada,Total (house and land),103.2
2018-06,Canada,House only,103.0
2018-06,Canada,Land only,103.9
2018-06,Atlantic Region,Total (house and land),100.4
2018-06,Atlantic Region,House only,100.4
2018-06,Atlantic Region,Land only,100.0
2018-06,Newfoundland and Labrador,Total (house and land),98.7
2018-06,Newfoundland and Labrador,House only,98.3
2018-06,Newfoundland and Labrador,Land only,99.8
2018-06,"St. John's, Newfoundland and Labrador",Total (house and land),98.7
2018-06,"St. John's, Newfoundland and Labrador",House only,98.3
2018-06,"St. John's, Newfoundland and Labrador",Land only,99.8
2018-06,Prince Edward Island,Total (house and land),100.4
2018-06,Prince Edward Island,House only,100.5
2018-06,Prince Edward Island,Land only,100.1
2018-06,"Charlottetown, Prince Edward Island",Total (house and land),100.4
2018-06,"Charlottetown, Prince Edward Island",House only,100.5
2018-06,"Charlottetown, Prince Edward Island",Land only,100.1
2018-06,Nova Scotia,Total (house and land),101.8
2018-06,Nova Scotia,House only,102.2
2018-06,Nova Scotia,Land only,100.2
2018-06,"Halifax, Nova Scotia",Total (house and land),101.8
2018-06,"Halifax, Nova Scotia",House only,102.2
2018-06,"Halifax, Nova Scotia",Land only,100.2
2018-06,New Brunswick,Total (house and land),101.1
2018-06,New Brunswick,House only,101.2
2018-06,New Brunswick,Land only,100.0
2018-06,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),101.1
2018-06,"Saint John, Fredericton, and Moncton, New Brunswick",House only,101.2
2018-06,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100.0
2018-06,Quebec,Total (house and land),102.6
2018-06,Quebec,House only,103.0
2018-06,Quebec,Land only,101.6
2018-06,"Québec, Quebec",Total (house and land),100.7
2018-06,"Québec, Quebec",House only,100.4
2018-06,"Québec, Quebec",Land only,101.3
2018-06,"Sherbrooke, Quebec",Total (house and land),100.5
2018-06,"Sherbrooke, Quebec",House only,100.2
2018-06,"Sherbrooke, Quebec",Land only,101.9
2018-06,"Trois-Rivières, Quebec",Total (house and land),100.6
2018-06,"Trois-Rivières, Quebec",House only,100.7
2018-06,"Trois-Rivières, Quebec",Land only,100.2
2018-06,"Montréal, Quebec",Total (house and land),103.5
2018-06,"Montréal, Quebec",House only,104.1
2018-06,"Montréal, Quebec",Land only,101.8
2018-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.8
2018-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,102.5
2018-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,100.3
2018-06,Ontario,Total (house and land),104.2
2018-06,Ontario,House only,103.3
2018-06,Ontario,Land only,106.5
2018-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),107.5
2018-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,108.1
2018-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,104.3
2018-06,"Oshawa, Ontario",Total (house and land),104.4
2018-06,"Oshawa, Ontario",House only,103.4
2018-06,"Oshawa, Ontario",Land only,106.0
2018-06,"Toronto, Ontario",Total (house and land),103.2
2018-06,"Toronto, Ontario",House only,100.9
2018-06,"Toronto, Ontario",Land only,107.9
2018-06,"Hamilton, Ontario",Total (house and land),103.7
2018-06,"Hamilton, Ontario",House only,105.2
2018-06,"Hamilton, Ontario",Land only,100.5
2018-06,"St. Catharines-Niagara, Ontario",Total (house and land),105.7
2018-06,"St. Catharines-Niagara, Ontario",House only,106.4
2018-06,"St. Catharines-Niagara, Ontario",Land only,104.4
2018-06,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),103.8
2018-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,103.1
2018-06,"Kitchener-Cambridge-Waterloo, Ontario",Land only,104.2
2018-06,"Guelph, Ontario",Total (house and land),105.0
2018-06,"Guelph, Ontario",House only,105.2
2018-06,"Guelph, Ontario",Land only,104.1
2018-06,"London, Ontario",Total (house and land),109.6
2018-06,"London, Ontario",House only,111.8
2018-06,"London, Ontario",Land only,100.8
2018-06,"Windsor, Ontario",Total (house and land),104.5
2018-06,"Windsor, Ontario",House only,104.4
2018-06,"Windsor, Ontario",Land only,104.8
2018-06,"Greater Sudbury, Ontario",Total (house and land),100.6
2018-06,"Greater Sudbury, Ontario",House only,100.5
2018-06,"Greater Sudbury, Ontario",Land only,100.3
2018-06,Prairie Region,Total (house and land),100.0
2018-06,Prairie Region,House only,99.7
2018-06,Prairie Region,Land only,100.7
2018-06,Manitoba,Total (house and land),103.9
2018-06,Manitoba,House only,105.3
2018-06,Manitoba,Land only,101.2
2018-06,"Winnipeg, Manitoba",Total (house and land),103.9
2018-06,"Winnipeg, Manitoba",House only,105.3
2018-06,"Winnipeg, Manitoba",Land only,101.2
2018-06,Saskatchewan,Total (house and land),98.5
2018-06,Saskatchewan,House only,97.6
2018-06,Saskatchewan,Land only,100.6
2018-06,"Regina, Saskatchewan",Total (house and land),99.3
2018-06,"Regina, Saskatchewan",House only,98.7
2018-06,"Regina, Saskatchewan",Land only,100.8
2018-06,"Saskatoon, Saskatchewan",Total (house and land),98.1
2018-06,"Saskatoon, Saskatchewan",House only,97.0
2018-06,"Saskatoon, Saskatchewan",Land only,100.5
2018-06,Alberta,Total (house and land),99.8
2018-06,Alberta,House only,99.3
2018-06,Alberta,Land only,100.6
2018-06,"Calgary, Alberta",Total (house and land),99.8
2018-06,"Calgary, Alberta",House only,99.1
2018-06,"Calgary, Alberta",Land only,100.8
2018-06,"Edmonton, Alberta",Total (house and land),99.8
2018-06,"Edmonton, Alberta",House only,99.4
2018-06,"Edmonton, Alberta",Land only,100.5
2018-06,British Columbia,Total (house and land),108.0
2018-06,British Columbia,House only,109.1
2018-06,British Columbia,Land only,104.8
2018-06,"Kelowna, British Columbia",Total (house and land),103.6
2018-06,"Kelowna, British Columbia",House only,104.8
2018-06,"Kelowna, British Columbia",Land only,101.2
2018-06,"Vancouver, British Columbia",Total (house and land),109.1
2018-06,"Vancouver, British Columbia",House only,110.2
2018-06,"Vancouver, British Columbia",Land only,105.5
2018-06,"Victoria, British Columbia",Total (house and land),102.8
2018-06,"Victoria, British Columbia",House only,103.5
2018-06,"Victoria, British Columbia",Land only,100.9
2018-07,Canada,Total (house and land),103.3
2018-07,Canada,House only,103.1
2018-07,Canada,Land only,103.9
2018-07,Atlantic Region,Total (house and land),100.4
2018-07,Atlantic Region,House only,100.4
2018-07,Atlantic Region,Land only,100.1
2018-07,Newfoundland and Labrador,Total (house and land),98.9
2018-07,Newfoundland and Labrador,House only,98.4
2018-07,Newfoundland and Labrador,Land only,100.1
2018-07,"St. John's, Newfoundland and Labrador",Total (house and land),98.9
2018-07,"St. John's, Newfoundland and Labrador",House only,98.4
2018-07,"St. John's, Newfoundland and Labrador",Land only,100.1
2018-07,Prince Edward Island,Total (house and land),100.5
2018-07,Prince Edward Island,House only,100.5
2018-07,Prince Edward Island,Land only,100.2
2018-07,"Charlottetown, Prince Edward Island",Total (house and land),100.5
2018-07,"Charlottetown, Prince Edward Island",House only,100.5
2018-07,"Charlottetown, Prince Edward Island",Land only,100.2
2018-07,Nova Scotia,Total (house and land),102.0
2018-07,Nova Scotia,House only,102.5
2018-07,Nova Scotia,Land only,100.2
2018-07,"Halifax, Nova Scotia",Total (house and land),102.0
2018-07,"Halifax, Nova Scotia",House only,102.5
2018-07,"Halifax, Nova Scotia",Land only,100.2
2018-07,New Brunswick,Total (house and land),100.9
2018-07,New Brunswick,House only,101.0
2018-07,New Brunswick,Land only,100.0
2018-07,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),100.9
2018-07,"Saint John, Fredericton, and Moncton, New Brunswick",House only,101.0
2018-07,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100.0
2018-07,Quebec,Total (house and land),102.7
2018-07,Quebec,House only,103.1
2018-07,Quebec,Land only,101.6
2018-07,"Québec, Quebec",Total (house and land),100.8
2018-07,"Québec, Quebec",House only,100.5
2018-07,"Québec, Quebec",Land only,101.3
2018-07,"Sherbrooke, Quebec",Total (house and land),100.4
2018-07,"Sherbrooke, Quebec",House only,100.0
2018-07,"Sherbrooke, Quebec",Land only,101.9
2018-07,"Trois-Rivières, Quebec",Total (house and land),100.6
2018-07,"Trois-Rivières, Quebec",House only,100.7
2018-07,"Trois-Rivières, Quebec",Land only,100.2
2018-07,"Montréal, Quebec",Total (house and land),103.6
2018-07,"Montréal, Quebec",House only,104.3
2018-07,"Montréal, Quebec",Land only,101.8
2018-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),102.0
2018-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,102.4
2018-07,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,100.9
2018-07,Ontario,Total (house and land),104.3
2018-07,Ontario,House only,103.5
2018-07,Ontario,Land only,106.5
2018-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),107.6
2018-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,108.2
2018-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,104.3
2018-07,"Oshawa, Ontario",Total (house and land),104.4
2018-07,"Oshawa, Ontario",House only,103.4
2018-07,"Oshawa, Ontario",Land only,106.0
2018-07,"Toronto, Ontario",Total (house and land),103.3
2018-07,"Toronto, Ontario",House only,101.2
2018-07,"Toronto, Ontario",Land only,107.9
2018-07,"Hamilton, Ontario",Total (house and land),103.8
2018-07,"Hamilton, Ontario",House only,105.3
2018-07,"Hamilton, Ontario",Land only,100.5
2018-07,"St. Catharines-Niagara, Ontario",Total (house and land),105.8
2018-07,"St. Catharines-Niagara, Ontario",House only,106.6
2018-07,"St. Catharines-Niagara, Ontario",Land only,104.4
2018-07,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),103.8
2018-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,103.2
2018-07,"Kitchener-Cambridge-Waterloo, Ontario",Land only,104.2
2018-07,"Guelph, Ontario",Total (house and land),105.0
2018-07,"Guelph, Ontario",House only,105.2
2018-07,"Guelph, Ontario",Land only,104.1
2018-07,"London, Ontario",Total (house and land),110.1
2018-07,"London, Ontario",House only,112.3
2018-07,"London, Ontario",Land only,100.9
2018-07,"Windsor, Ontario",Total (house and land),104.6
2018-07,"Windsor, Ontario",House only,104.6
2018-07,"Windsor, Ontario",Land only,104.8
2018-07,"Greater Sudbury, Ontario",Total (house and land),100.6
2018-07,"Greater Sudbury, Ontario",House only,100.5
2018-07,"Greater Sudbury, Ontario",Land only,100.6
2018-07,Prairie Region,Total (house and land),100.1
2018-07,Prairie Region,House only,99.8
2018-07,Prairie Region,Land only,100.7
2018-07,Manitoba,Total (house and land),104.0
2018-07,Manitoba,House only,105.3
2018-07,Manitoba,Land only,101.2
2018-07,"Winnipeg, Manitoba",Total (house and land),104.0
2018-07,"Winnipeg, Manitoba",House only,105.3
2018-07,"Winnipeg, Manitoba",Land only,101.2
2018-07,Saskatchewan,Total (house and land),98.6
2018-07,Saskatchewan,House only,97.8
2018-07,Saskatchewan,Land only,100.6
2018-07,"Regina, Saskatchewan",Total (house and land),99.3
2018-07,"Regina, Saskatchewan",House only,98.7
2018-07,"Regina, Saskatchewan",Land only,100.8
2018-07,"Saskatoon, Saskatchewan",Total (house and land),98.3
2018-07,"Saskatoon, Saskatchewan",House only,97.3
2018-07,"Saskatoon, Saskatchewan",Land only,100.5
2018-07,Alberta,Total (house and land),99.9
2018-07,Alberta,House only,99.5
2018-07,Alberta,Land only,100.6
2018-07,"Calgary, Alberta",Total (house and land),100.0
2018-07,"Calgary, Alberta",House only,99.5
2018-07,"Calgary, Alberta",Land only,100.8
2018-07,"Edmonton, Alberta",Total (house and land),99.8
2018-07,"Edmonton, Alberta",House only,99.5
2018-07,"Edmonton, Alberta",Land only,100.5
2018-07,British Columbia,Total (house and land),107.9
2018-07,British Columbia,House only,108.9
2018-07,British Columbia,Land only,104.8
2018-07,"Kelowna, British Columbia",Total (house and land),103.6
2018-07,"Kelowna, British Columbia",House only,104.8
2018-07,"Kelowna, British Columbia",Land only,101.4
2018-07,"Vancouver, British Columbia",Total (house and land),108.9
2018-07,"Vancouver, British Columbia",House only,110.0
2018-07,"Vancouver, British Columbia",Land only,105.5
2018-07,"Victoria, British Columbia",Total (house and land),102.8
2018-07,"Victoria, British Columbia",House only,103.5
2018-07,"Victoria, British Columbia",Land only,100.9
2018-08,Canada,Total (house and land),103.3
2018-08,Canada,House only,103.0
2018-08,Canada,Land only,103.9
2018-08,Atlantic Region,Total (house and land),100.5
2018-08,Atlantic Region,House only,100.5
2018-08,Atlantic Region,Land only,100.1
2018-08,Newfoundland and Labrador,Total (house and land),98.9
2018-08,Newfoundland and Labrador,House only,98.4
2018-08,Newfoundland and Labrador,Land only,100.1
2018-08,"St. John's, Newfoundland and Labrador",Total (house and land),98.9
2018-08,"St. John's, Newfoundland and Labrador",House only,98.4
2018-08,"St. John's, Newfoundland and Labrador",Land only,100.1
2018-08,Prince Edward Island,Total (house and land),100.5
2018-08,Prince Edward Island,House only,100.6
2018-08,Prince Edward Island,Land only,100.2
2018-08,"Charlottetown, Prince Edward Island",Total (house and land),100.5
2018-08,"Charlottetown, Prince Edward Island",House only,100.6
2018-08,"Charlottetown, Prince Edward Island",Land only,100.2
2018-08,Nova Scotia,Total (house and land),102.0
2018-08,Nova Scotia,House only,102.5
2018-08,Nova Scotia,Land only,100.2
2018-08,"Halifax, Nova Scotia",Total (house and land),102.0
2018-08,"Halifax, Nova Scotia",House only,102.5
2018-08,"Halifax, Nova Scotia",Land only,100.2
2018-08,New Brunswick,Total (house and land),101.1
2018-08,New Brunswick,House only,101.2
2018-08,New Brunswick,Land only,100.0
2018-08,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),101.1
2018-08,"Saint John, Fredericton, and Moncton, New Brunswick",House only,101.2
2018-08,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100.0
2018-08,Quebec,Total (house and land),103.0
2018-08,Quebec,House only,103.4
2018-08,Quebec,Land only,101.8
2018-08,"Québec, Quebec",Total (house and land),100.8
